lid,rid
346037,366574
651661,1137249
20530,1018477
855058,899925
223600,610074
21372,1084205
49405,282995
151452,720813
45876,155574
365035,1121358
995449,1096193
255378,896321
571471,1012759
362684,1051478
564059,600291
493007,1018477
634742,750502
302067,984470
711334,1180615
840865,1218567
154311,390610
252678,270417
517300,1142470
406352,949600
156697,219783
605978,716786
96265,578058
125963,751565
114869,1093022
20293,489593
337021,612433
559886,934272
303820,1148658
145418,813276
553600,1026380
680732,935001
662184,716270
326370,408389
230599,254424
406352,1005950
10298,774927
437544,604231
178833,1165529
245664,1102245
615463,712886
548585,857638
168372,1180615
62301,363769
339274,632678
551297,944089
495858,1058804
363536,446909
116025,279358
338497,1147165
431007,868343
12164,991101
472503,867443
201798,294196
11642,287625
117664,1148151
548585,871759
160757,1151600
846396,1169828
44094,1214952
482874,1008629
55257,1111088
397019,409973
67839,393759
686667,1064196
20530,108803
165007,726294
192547,817319
120050,796440
1074924,1169812
630060,831402
576499,739451
154825,1002784
204754,553919
447279,994117
287057,909140
748991,884096
561857,1011531
191406,281479
187631,604260
271246,1139256
270417,493007
773013,906707
225419,1195748
447417,532489
63351,826955
237712,988523
113942,324841
5217,1211907
404719,959990
46854,226453
399059,495371
652372,1180615
1039936,1145913
4379,563660
802690,826955
260832,393454
544688,873258
237400,1197966
392497,1090463
66124,1105684
335881,501091
311850,412911
540867,601140
210968,337021
957459,977596
10238,14437
336726,1106344
118830,1202409
117129,698807
315194,475668
576965,680732
839701,1165433
466702,1138496
353706,682055
451182,750502
520226,842023
773133,1114817
227030,939638
147580,818587
212276,635844
773013,896453
804139,1191055
518190,1155623
366740,548585
390628,760596
431574,715687
543560,1002305
215902,566069
87086,180056
492414,1074126
180686,733433
504869,1127720
67839,345732
161740,878096
230141,517627
733242,980481
65037,698295
277660,343864
233766,632678
97678,366473
150294,307520
168372,1214952
568081,1107624
793759,1082162
448786,516338
108803,1127720
240625,1079312
33218,693230
76644,158766
425160,1218567
220829,276761
618892,881014
637144,830443
20530,1155849
408776,1028923
739943,1187521
308028,538642
20530,1188279
624838,1154725
281751,503953
534689,775868
142482,1014320
524175,912019
362044,427463
278978,382702
26932,1141234
160757,233766
116494,694363
91079,1213068
455431,679281
565083,600291
949574,1081957
151162,612433
11975,1079822
1122240,1190538
582887,744565
493007,1155849
291506,506919
1051943,1207475
218329,277660
527844,1204253
231625,408273
1012481,1045010
677687,989146
493007,1188279
235469,697529
212830,760972
652372,1214952
1151303,1155623
166176,725626
730413,1024080
334670,1158106
507637,1205323
763726,783993
984646,1132483
252678,1160737
235277,777495
64135,800462
773674,1024080
161055,711334
439539,632678
148669,1070211
439649,500039
341623,655988
39699,1072630
948897,1097906
158804,566975
559867,836558
549907,948974
139553,204767
147580,890831
20530,77609
451182,569051
183836,277660
618940,866212
469432,956934
297336,370167
6388,944758
200198,869077
212829,505308
332191,876925
408776,1063126
749384,1186085
957900,1107653
591772,1190123
715031,1145580
1003968,1124593
355542,755974
610618,1204212
560785,963758
38665,585490
1515,1170276
476695,667985
453419,704978
439539,741056
404520,617521
780321,1131819
971022,976632
695299,726294
421146,1032443
137685,363236
521412,929954
52089,579697
219659,928300
63998,584106
679667,836558
207000,807548
92296,300167
1478,591489
310517,880242
500039,840632
279859,1153063
467303,593878
642193,863869
846642,1205323
115279,1137161
502091,874608
172554,519765
571243,575592
354766,565174
140369,595476
573535,888572
249012,703939
214532,1082029
134231,208389
506437,995054
355605,867333
388352,1202333
297336,506437
124283,1155054
377480,1127711
148056,571884
848546,1127720
339274,437403
85149,148959
1069737,1101717
277660,554472
72232,705679
268088,668690
266581,1215381
1060082,1216809
34300,945456
1033001,1037652
452670,532189
188658,735382
236315,1124027
778449,1003805
915621,1114195
820641,1165378
7610,44094
386166,583975
298479,1127720
403278,953528
2202,309104
438102,1088838
573714,604960
548585,1069348
1135639,1149223
1052880,1067237
209615,626892
157648,1179724
448786,1182226
858730,1203765
1012759,1127720
206865,393759
811391,1216611
88203,249833
897806,960067
12511,1063884
687244,1185982
137471,336541
80367,571104
343864,811472
307426,921747
846642,1018477
545931,935522
504500,782880
44094,652372
389932,895366
207000,1018477
279859,989787
489086,1056201
46334,228806
175347,711334
13654,760596
89340,361845
329436,462936
728258,977821
58260,495373
1093267,1151303
810553,857656
871759,1007669
144246,955477
127342,856722
277660,840865
209592,647953
123662,475252
433640,782684
537798,1049470
478292,757194
13905,562712
21068,736249
258748,284966
261574,339274
554472,1139253
367419,1112962
71672,1218567
280892,1141234
106482,155526
577413,788495
689059,1191260
518250,727807
77609,618892
1160737,1182226
389374,545446
270417,870489
322763,1118711
638630,1048439
233766,437403
67939,977945
1028033,1087010
400589,728836
184909,511649
311873,1033310
206865,345732
277660,1198989
184941,528341
763013,1016504
158358,1194273
341325,406265
238410,339274
606501,1206288
108803,298479
390151,894968
413584,527144
561607,737098
210046,1198599
137507,315124
20530,1153515
783898,1033001
436196,592753
967246,1062170
777397,1041786
525270,543560
434032,1122141
200198,312884
415101,881014
585490,741056
752705,913149
274794,382080
807548,848546
213951,223424
63000,772930
937995,1036472
544513,851539
662881,927505
437420,646101
643537,769001
32259,142214
103704,1131740
486220,1100402
147580,888363
234124,1220529
356044,456854
191016,1215267
357906,652907
875438,1035463
69201,586537
234124,1095265
460310,466445
735655,825441
889119,1055899
52514,1125896
1139253,1151600
218329,1069348
517710,713935
265767,1091944
79174,737634
394907,515172
1193171,1214734
929181,1132315
204551,1202643
545265,944626
483379,595123
406352,870489
976632,1205323
282810,1073700
741613,751910
289722,616308
140611,594635
555587,846562
48112,690854
500039,975105
605098,848546
137507,434374
463974,695299
728836,922697
920879,1073700
516029,668709
117664,310831
173528,740272
464902,871297
608748,857638
183836,1069348
110551,1202333
143995,847480
846642,1155849
311272,914809
569265,641113
26932,310517
266127,1034677
79505,1113268
635521,972290
492027,524684
315781,621070
207000,1155849
625195,1135095
417572,451182
880242,1012759
396771,1174098
608748,871759
430390,507080
5217,874645
99258,275298
207000,1188279
343864,448786
302115,422630
207013,1190958
823993,1041662
654082,1175768
1015378,1211913
462008,954711
588950,959990
53009,1221986
459722,1039917
261785,686834
754121,979716
667991,1197933
320915,649314
168372,175347
1114917,1191325
149343,775868
413584,564059
54059,658208
606987,783786
507583,733299
108803,585490
597293,927812
12079,408976
649804,806026
215223,1109390
771463,1176172
195804,1127280
317033,606987
641884,930312
279859,821331
857638,1012759
465025,1143410
44696,575821
270417,1180615
291049,823774
47545,1218793
393759,884883
528341,632678
17638,1116038
59124,759843
950285,1074670
215793,658130
328181,656186
690951,1211957
157485,269952
580155,678837
252678,448786
170923,761641
1074879,1089372
817272,977945
975781,1041786
162587,755339
846474,1016559
944787,986469
869077,1160737
142819,1017129
539005,1002305
366740,1139253
783786,871202
262354,1122928
291431,572601
734940,1195518
84877,211281
492156,528341
565684,621640
21020,312529
405514,765631
310517,869077
405249,1082979
341407,722593
631664,1085137
200198,750502
815153,876873
504869,1007669
760564,1020805
316272,386108
466521,666435
634742,756951
766133,1209704
99258,168372
807454,973609
921279,1116615
428691,908933
60734,445013
345591,1169210
238410,554472
641941,871300
481044,974618
108803,1007669
44094,238410
507080,1175768
178833,880242
468353,1214412
75125,661398
157459,710374
480656,949030
9241,507277
267405,765547
619432,1101147
148815,833498
99192,783917
251102,647010
46925,910008
377199,443872
98703,1076482
339274,504869
300147,1199587
621640,1059233
259940,1078847
355470,708398
259589,388085
920578,1212703
385988,709048
208570,851256
252696,444318
840671,1077413
460932,1073023
572703,723451
377480,711334
297336,578575
251316,962676
221840,265765
851865,883277
522504,850278
268638,532489
989923,1046485
252678,1218567
270417,1214952
238410,634742
557596,645506
80367,356044
168372,608748
406352,1180615
382620,793360
161055,741056
230651,960397
694767,873364
640500,1143900
566904,829798
144066,909844
780643,834959
251316,665008
160757,183836
731919,1084205
143995,604231
376346,1127280
361867,612441
639931,1074924
101855,889457
238410,840865
190247,1167682
538418,666060
210235,1117640
55008,98489
207299,732716
665957,1163520
1081461,1136581
848184,1093022
588046,828201
656760,1060134
503693,1122792
1014258,1195748
298479,585490
358187,920533
914750,1063405
71672,507637
160757,807548
428313,566288
176460,408908
115194,1075363
329144,393252
345346,714097
240077,1204478
921762,1065308
840868,972210
99258,1127711
117107,1005043
366740,987199
280892,310517
20530,571471
804198,1033840
5931,554871
200198,569051
869037,1077931
820761,837509
493538,869529
131115,413250
315302,785518
323855,618892
20530,846642
99258,331140
204551,376435
634369,1123813
38879,1099283
687871,1142753
525270,1155623
707777,1202643
749384,872072
233766,504869
8438,535813
99219,759512
345494,660172
569324,833671
631379,1056053
394021,652372
6876,701021
524175,1085261
989964,1109520
618105,1101740
548811,620748
645899,1060659
286144,425160
1127711,1205323
691556,1042602
299614,369936
56150,835280
632678,1109390
848546,1007669
331140,493007
355163,921381
154808,623584
7610,608748
571884,637144
782475,1088384
846642,1153515
131770,1213740
85498,1023842
561192,898071
67658,212761
503846,830926
41167,1099146
437403,1012759
175347,632678
207000,1153515
474392,1001998
670027,1144584
297336,569878
38665,323855
431731,697529
608748,1069348
290365,1091173
160757,1018477
298479,1007669
24066,977596
340770,1009676
343589,754249
385598,961781
135545,909052
1122901,1183322
732934,877886
1187609,1190713
448786,548585
782010,1163623
134427,1078438
538418,867324
605951,773013
45876,747909
296697,694767
165335,1076267
375477,958599
26932,275298
1095555,1151923
559850,1183728
60734,62729
229528,598642
76644,255873
974493,1131540
556272,1124308
888363,1211907
988841,1202643
938342,1205658
189780,1045963
409765,937925
175347,741056
209369,1028669
845583,1203670
279859,432899
12589,1035179
452706,773302
804550,1080902
315503,832970
131145,1179648
203432,445490
585490,971022
643423,659938
77853,224993
632868,710852
183650,709102
311203,700949
70224,480542
211816,806416
589036,896033
421084,444130
619668,738179
151162,831205
161055,398423
15890,870932
502365,1007695
834618,852322
512367,1037357
297626,815659
311850,606987
702873,771556
647032,1121677
215223,881014
282810,1202643
182813,959990
366473,604087
146152,306106
99258,1012759
38665,618892
278021,418025
328181,1093267
311765,1108761
451182,1127720
671139,940292
626847,959150
661884,1130031
549464,827845
438109,1117474
277660,811472
161055,437403
516338,1182226
433682,929304
485882,1009269
647576,834810
275298,848546
551238,775833
354043,1088440
24557,839766
587597,1048357
445365,1207632
615784,893419
113691,698760
418025,920879
525837,1131077
614060,750856
126632,504588
313690,443331
200198,377480
251316,783266
261574,848546
183169,972941
425160,516338
648447,1077228
387325,704370
609432,965467
344385,831661
730112,1215465
287625,463209
20530,394021
520820,1051093
5338,492156
439626,732897
23916,1196016
731997,923926
503953,1179685
199024,1091853
423659,839300
11557,366342
313865,1087046
662407,756243
690260,1183905
204767,1103051
465985,693063
87421,211193
68339,512938
63278,487959
430390,628213
372993,431544
583651,1029026
206264,1141878
767285,924092
428667,772939
246994,665957
370752,479525
148959,962676
184941,605098
195804,296697
647179,855256
317033,1195748
158866,1099032
641752,890465
261872,560842
184941,857638
411458,689389
978354,1006548
37430,654403
943696,966188
785518,1197095
640705,976333
612433,749384
148959,665008
516338,528341
311033,780113
657446,786690
653236,1093493
422021,1059523
438211,1184010
184941,871759
418789,640306
122296,431838
813813,838734
160757,1155849
704961,1091120
569878,612433
160757,1188279
178833,869077
935001,980490
394907,565781
144938,488614
598635,1102702
670118,977236
7610,207000
175347,398423
225419,475157
864569,1060931
697203,1036163
591235,781142
332868,491207
936702,1155657
171952,789318
519222,665957
26932,1127711
418025,773013
628231,914313
677357,1190368
142207,1219921
617298,1073700
184941,218329
139961,468035
101356,1103051
594635,1197095
310517,750502
199790,614197
1093022,1095265
290896,891643
317339,823803
561922,776443
140611,155574
417572,1141234
150025,248048
90366,324659
188104,1196039
77609,439539
74601,510797
516247,887636
220829,1001044
555928,905327
461238,1177914
585535,715249
362660,644131
67545,406905
421800,889482
609151,854865
175347,437403
512276,913376
587118,822302
507637,765701
117648,481417
238410,1160737
76876,100407
230214,628959
193882,556491
168372,286144
216059,603513
53735,341870
58257,649498
333198,910912
738322,887936
88513,791253
343777,764798
580720,1164265
589841,1170500
75491,608945
414606,1124556
165007,427882
128643,1162596
543301,726153
317339,1144370
146185,1206173
913517,1100977
337021,1186085
312884,331140
323734,863936
569324,960252
207128,586956
869077,1218567
632678,881014
20530,723261
275914,898551
327240,962676
974835,992783
578575,985404
456659,492432
78596,606987
244133,873591
777397,1144370
565684,898641
277660,448786
610815,954662
684111,1033840
434019,1019090
527557,1168687
513384,588886
88639,641726
207000,571471
44094,339274
132967,163996
427378,756430
296697,337021
327240,665008
99258,711334
493007,723261
278009,1070989
73255,403147
1044480,1213682
207000,846642
268638,447417
475157,591235
7610,233766
139553,756430
709696,1066827
282810,376435
569051,848546
2331,909605
310517,569051
196941,741921
348310,432286
475467,673290
256346,767618
896453,1073700
671502,1100430
977828,1213676
819263,1216857
465284,787354
713636,751626
202196,213525
71672,516338
139908,830499
218329,632678
278021,1101685
80367,297336
256812,831719
996484,1039207
494061,540953
377480,741056
279859,1079486
377567,679174
9016,249012
685047,1091177
601174,822830
148056,1072674
58012,662312
11894,688827
492156,605098
13318,561188
656186,1155623
427882,1084205
179381,682973
492156,857638
74210,930397
429043,1069900
90279,757852
185905,1213052
109725,807958
183836,632678
17565,317033
178833,312884
492156,871759
507080,1070322
312160,1106501
486494,940686
427913,1187224
301438,607633
20530,949600
148959,783266
539296,1198758
168501,525270
374015,407765
319186,504696
155574,594635
886073,1212563
426768,936824
700390,1085000
1081214,1145269
312884,1012759
246994,1014258
144404,430212
71672,417572
280892,1127711
565109,949793
301409,975781
20530,1005950
525545,633895
493007,949600
270417,608748
438395,477706
665807,1052519
490383,958408
26658,298915
171231,456454
315302,476848
154129,634979
249012,783786
440742,1029162
79419,441737
66300,913087
890831,960252
63000,890387
217408,325069
557813,962602
481715,730476
224066,1150722
18945,30788
151162,1186085
517945,1188765
255710,1078070
286144,976632
160757,1153515
650093,712523
1200455,1216797
246316,659907
493007,1005950
537378,1132435
311850,1195748
439539,1109390
597429,909315
34841,65751
294167,546108
323855,1151600
226129,641415
208124,467811
659907,1039936
190330,858002
214711,1202134
550482,605877
374931,1177828
174755,912019
747909,785518
168372,343864
330515,390654
34003,437544
732233,855725
218206,507386
56896,653168
105273,412482
519222,1014258
987199,1205323
331140,1180615
274388,633241
398423,1012759
712459,1165995
984141,988841
787330,811391
237910,516810
1127711,1153515
598609,832970
376435,707777
307818,359215
1188279,1218567
750502,1012759
423503,927006
40948,748859
448786,1139253
451182,585490
918553,977442
207000,394021
194691,774056
507637,756951
126618,223914
857793,1054422
403147,415275
1176033,1208076
114869,503818
310517,377480
242267,607593
818319,1146207
350368,692095
190423,800741
656583,706476
733854,899798
489869,1075343
71672,1182226
443797,628213
506713,1026526
377480,398423
299615,322809
747530,1203221
209473,620564
327240,783266
315503,598609
754113,1081656
406352,608748
238636,674499
165007,967246
251316,1097340
383983,622252
1196894,1217197
131222,981347
67939,782971
63351,525270
756951,1151600
85149,1028923
827157,1222440
598704,1193559
163358,946468
698133,1101685
390787,505200
282995,1200065
100403,895829
104714,1111181
209886,463739
56896,141485
565083,1191260
269985,751806
7610,343864
249012,412911
90563,873291
466907,681027
451182,1007669
282776,635382
331140,1214952
44094,634742
178138,364172
418522,661711
798811,819889
597293,1117834
29363,1022780
52795,398027
178833,750502
638144,698082
168896,435110
302513,885775
554472,848546
69281,512457
339274,881014
26932,711334
1098425,1187043
38665,1151600
200198,1127720
863329,1135538
44094,840865
339833,637863
378589,717118
329762,992250
170338,338228
1026526,1059128
754531,935108
172216,507080
1139253,1155849
331031,1024080
719767,1021090
622650,1121947
225760,348365
175154,233790
1139253,1188279
235853,1034338
448786,987199
867794,933714
263692,1009215
974733,1125853
557814,1000411
709355,999824
534689,1050405
465547,1066428
42359,1195114
168372,554472
838847,1174954
324760,983692
726294,773013
331067,828301
273403,684471
159967,916004
183836,425160
342395,749414
558755,630220
9016,78596
429726,773369
585490,1109390
949600,1180615
238410,448786
9016,1163520
768202,1023099
424333,1074150
383406,977442
445520,568347
607737,806149
771836,1098262
252678,516338
289820,887753
525270,731919
204551,1053870
445013,1211907
207000,723261
452956,1109273
183557,695789
113419,1186591
274308,1043196
456854,571104
572343,987894
5217,454300
100940,160834
176076,929359
407288,892879
5338,1205323
690900,849284
409078,942131
532012,912350
850298,1092043
1144370,1179685
78596,1195748
51048,348100
731919,1002305
573524,776927
466532,1000299
1013166,1129071
335593,1074654
11642,463209
682159,1062225
206896,883368
168372,840865
83499,174413
608439,1205081
397418,510765
373954,1195609
1043590,1214975
711334,1198989
178833,569051
777018,1071411
899165,980712
468096,1179140
752154,1000411
393834,397758
421168,451754
633141,951475
695299,967246
896453,1202643
85602,357881
598072,1106781
252678,417572
38665,233766
889297,920848
981415,1036002
642336,884454
323095,1164265
777837,936616
363651,461665
238410,1218567
516338,605098
47254,977627
836622,1090878
168372,1198989
626892,780321
38665,439539
673901,1016498
293728,314518
636814,654589
77609,183836
363688,987373
1153515,1155849
70693,673539
652372,840865
610074,660557
949600,1214952
35633,731452
534689,802350
543177,869769
269359,271955
42645,136761
1153515,1188279
223600,660557
760654,1178477
580720,1012723
11544,262272
762509,1179105
160757,571471
504960,1021081
168501,726294
452134,1078534
439539,881014
846642,949600
466018,1128777
237648,988819
166339,340175
207000,949600
291879,752746
256331,621542
160757,846642
377480,971022
125759,744363
736429,878965
841545,1093022
165007,1151303
40277,755688
77609,1205323
206509,1164935
220952,317339
425160,548585
762451,1216791
67839,519222
113349,645226
463974,1073700
244315,898981
270417,286144
21536,639706
608147,667333
70149,713745
422825,908878
207000,1005950
208730,464966
510690,746807
873591,975781
570771,1154270
148056,296697
280892,711334
569324,1153063
33769,328104
548384,1088348
641602,905614
186638,653222
957333,1154625
49405,1200065
422630,671472
979676,985404
148959,1097340
542470,1169482
156631,1111182
506437,569878
134902,1028106
366740,848546
363377,615213
364829,894968
178021,1074066
114229,606684
7610,1198989
425523,693417
37460,326058
528341,1109390
618892,1012759
826955,1155623
367765,637066
147689,956236
168372,270417
813358,1119558
510797,946330
506464,691622
191054,626892
621640,654082
5585,500039
535617,635282
815064,950500
1005950,1012759
87072,581573
476996,559867
225361,232255
266127,1050095
1043757,1173314
641949,989964
706059,1034404
29022,813225
646138,999149
880242,971022
71672,261574
28750,1019815
128303,1006854
429763,994111
304149,476141
163141,1039453
147649,314361
962655,1205877
85573,308953
97678,1035512
1139253,1153515
31473,844624
1160331,1184579
569324,989787
240941,641941
126486,307668
20530,870489
534230,1180526
178833,377480
938439,995878
112731,611284
278021,1002305
77275,539618
52768,308152
452904,906103
161055,1109390
366267,635250
606419,685726
450138,770747
59124,955586
898641,1040368
35715,1043728
493007,870489
901351,1175041
525837,649092
707777,1053870
541403,793939
194155,1067963
475157,703939
644698,988643
249305,1111182
206298,351526
156815,848184
716540,837446
473808,1041659
660485,836414
277877,1121107
773013,1202643
168752,878403
503818,1093022
77609,108803
62729,667991
31297,919541
830443,985404
139448,1200131
806884,843289
180900,979768
585490,881014
44094,1160737
548280,1171515
127685,224502
433744,1131292
519331,713102
1027735,1177837
728544,1176296
813986,816600
117412,446917
759124,1003757
620048,842488
327240,1097340
415101,1127711
169203,1211725
728794,1059128
502366,949403
723261,1127711
698133,906707
644566,1018836
1007669,1165529
118992,697968
218329,504869
99258,398423
147073,778020
151162,872072
608062,1170343
178833,184941
195804,744386
314861,1045969
5338,77609
647052,857638
17565,884883
179831,626892
741056,1139253
1101997,1114137
46490,166484
617685,1171662
988841,1053870
1131511,1153777
394970,977821
286144,415101
647052,871759
936055,1220686
696739,857754
310517,1127720
73151,276761
813901,975794
608062,936596
944965,1029222
183836,504869
1130009,1208513
330517,643295
81390,86001
220829,787330
140926,1179951
99587,951276
149343,1050405
485193,1179685
71672,548585
394021,634742
270417,343864
220952,1179685
261149,698575
9479,307206
326042,648591
1159680,1177618
28589,405850
348310,555407
172216,628213
503200,970650
314796,599422
663573,1012574
359453,855483
71901,247586
334328,482560
188073,1184439
613751,784552
845209,980481
128231,697179
275298,507637
428253,1101685
459475,773013
242077,419659
46715,486230
494564,697529
987456,1103855
903872,1210375
571471,647052
8289,658518
261574,507637
175347,1109390
364432,1044142
237763,616710
206865,519222
376435,695299
596073,653168
18370,372712
301409,504103
108803,439539
706970,996970
1139457,1215819
9016,1170343
628013,1091990
341471,466960
880776,1186774
140611,747909
250722,599069
287901,418280
432554,749872
165350,205243
599143,752317
431539,920726
433786,596399
507637,585490
287901,989964
383406,596073
516338,1139253
656186,731919
63351,459475
41054,102060
16432,74731
177683,296939
831955,1082015
286144,451182
1005807,1180135
317033,475157
652372,1160737
668690,838773
26932,741056
576965,848184
314294,517226
410969,842281
576279,847856
10434,43547
633642,1090957
809937,811506
86711,646992
200198,1007669
454964,472420
749733,783133
870489,1151600
204551,518190
564059,689059
503028,518109
541432,849826
27986,1187261
493007,1180615
622928,1158938
571884,830443
375237,454417
369067,1088987
569324,821331
376346,744386
189775,434158
617298,698133
741056,987199
588962,866911
160757,723261
644486,899983
587206,1205970
24510,88082
246994,871202
95708,608814
840865,1139253
59124,706994
323855,807548
501127,654403
683141,1084205
277660,493007
23847,943103
769719,971948
641785,1139981
312527,549167
86519,465103
911503,1134286
502595,1034984
528341,881014
172686,859577
418582,946551
184941,215223
744386,749384
588950,1129024
1119663,1194264
33218,303469
20371,781142
358466,797299
203377,975781
654082,1040368
109997,751121
558282,797551
188483,945300
872072,995054
572496,753590
276805,829491
517527,552308
128316,610093
807548,1182226
270417,554472
252678,261574
638870,1048020
439077,889119
696531,1025564
615612,1148382
527469,1019291
393759,403386
519222,871202
160757,161055
204551,707777
634775,985987
817024,1200649
711334,811472
505921,1009754
516338,987199
274705,887637
548681,855858
323855,1018477
525933,1130608
161055,881014
38444,535681
493007,1214952
792977,977627
567248,583468
547671,788452
795958,831361
169144,368722
270417,634742
59550,1034677
298479,439539
826695,877418
99258,971022
48591,915578
18945,726211
210968,873364
323095,1012723
513397,1014393
289856,828165
317923,526193
756951,807548
71672,218329
396768,795338
87483,1020708
175754,578677
838663,1204934
5217,62729
255757,276811
160757,949600
605809,831976
908825,927688
831206,970008
168372,811472
113390,876670
361851,1077052
417572,1069348
1018477,1151600
387739,596474
270417,840865
580086,659966
605098,1182226
110054,1182694
168573,1129559
38665,183836
20530,44094
244515,774720
569878,1186085
846642,870489
160757,1005950
41182,1134633
270882,448464
969483,1159129
38314,1069711
507080,1040368
143870,490152
26932,398423
207000,870489
226366,726385
823803,1144370
263517,1131097
1151600,1198989
515172,787330
760916,929375
883025,1170360
38665,807548
425160,1139253
314926,786154
530077,530697
36849,324375
149854,723215
394021,848546
45297,201497
168662,625543
571471,1165529
723778,1007347
470181,752765
243030,381622
215223,312884
846930,1098370
130444,762509
565083,689059
201541,1091372
24066,668690
350929,517853
77609,1153515
152434,174800
280892,741056
772930,849826
21372,463974
211481,348310
756951,1018477
26932,437403
484022,922697
196737,734231
39347,414034
195852,808376
580720,773369
296361,908951
658478,1064473
375154,528341
238438,447214
252678,548585
16356,204082
208543,673227
131043,1063622
403386,1014258
42609,564472
518109,899616
7610,811472
483219,757243
709355,812445
918737,1119286
99493,474616
303469,667420
1022378,1085657
305086,675050
1101685,1202643
6145,1108077
364172,595167
558404,561997
608251,879691
301409,918553
313953,1005208
415101,711334
184646,813993
38665,1018477
175134,697764
695299,826955
600291,817272
370167,749384
746371,769895
349804,614313
175347,881014
459128,623911
218225,967478
184941,425160
451947,1200272
254862,610326
360004,502296
50518,910337
289117,515984
682685,1024716
32737,207171
377480,1109390
484022,1046485
178833,1127720
72589,647995
394021,1160737
311850,475157
390151,1129024
226876,751910
196774,448017
406352,1198989
378137,1013487
624609,902418
818587,890831
457934,1003747
323855,1155849
425160,987199
411813,880972
1012723,1164265
421333,773919
323855,1188279
349543,549007
579865,797393
158569,580650
748869,953811
487711,1019072
310517,585490
48807,321295
298210,922029
77091,790056
67116,561328
56392,870073
463974,617298
575429,773755
215223,331140
553987,1100404
315321,1028590
526026,1005535
168372,448786
348324,793939
1060058,1147647
327246,723625
44094,1218567
430539,1081827
69800,758886
595496,847714
120869,176796
333567,1127573
313767,1147838
311627,418040
97678,580720
313579,574009
135982,559154
38665,108803
480576,592494
258398,262698
559236,741160
218546,781346
115240,846752
343864,652372
255882,977779
275298,516338
37076,475524
105953,1161062
280892,398423
244133,653168
480511,728794
214532,339620
204793,1158378
205916,540606
261574,516338
813512,820751
831205,1186085
190861,1184093
89484,881506
192593,317622
756951,1155849
160330,441910
1108769,1219645
756951,1188279
815867,950133
507849,992038
310517,1007669
234616,762316
914427,1097397
71672,1139253
122419,656900
258132,1139366
67400,570750
142172,586050
238410,516338
26932,971022
343189,811350
80377,156879
47355,1041819
292521,327704
897007,1156607
280892,437403
278093,422825
66204,307395
506344,976516
164643,1168831
735519,1111182
774672,1115949
295760,490233
762618,902568
911141,1063641
742776,864513
228690,418280
50780,901020
516143,591963
490629,772297
228690,989964
106380,975781
709144,1081061
89051,159742
210968,370167
543733,1100694
776714,1087514
5338,765701
590048,746689
625901,668972
205268,334880
56610,408776
38665,1155849
255873,775729
912019,989964
1066422,1142376
367990,1050752
384332,496240
463974,726294
480039,560046
578575,749384
506618,1045119
38665,1188279
293290,1088696
233766,310517
142960,285930
38706,125236
312884,971022
595720,608062
135184,219656
246553,294863
278625,429771
33899,589820
482718,1120727
215223,1012759
940953,1068548
403729,1070223
244950,380284
318288,447822
236542,714942
462427,1043626
108803,183836
1073059,1089290
596474,638106
652372,1218567
434374,1041786
1127720,1165529
238410,417572
742948,1076889
428253,1002305
839821,1155623
286144,1141234
270417,1160737
20749,246977
486461,702945
665346,807027
52896,290195
414585,864357
210968,506437
971022,1069348
147049,751103
136980,626847
517587,882648
63351,1062170
802690,1062170
504869,1205323
589132,816908
1020324,1084929
204551,896453
447659,767587
33630,816413
881014,976632
78596,475157
108803,1205323
77609,571471
308144,1148154
711100,1021794
257227,352769
635755,1098661
980490,1095265
77609,846642
501523,1108130
315503,660310
818587,888363
377480,406352
131343,208389
71672,987199
791255,801424
610074,889909
218329,415101
750502,971022
148056,744386
338347,705516
401732,530344
251316,506416
331140,339274
77609,765701
291652,676026
275298,1182226
146671,467731
195883,696201
410844,1172280
706734,1212969
872262,1119770
540417,1089732
246994,537591
172554,191054
705508,879031
978408,1143252
261574,1182226
1084070,1165224
421846,1186191
748233,1023347
665957,1200313
228811,1038725
350222,459820
183836,415101
27744,327240
361807,914740
379365,1161025
781142,1046297
542751,1136007
99258,375154
144727,465694
145322,542657
1118174,1192701
811472,1141234
278021,683141
224560,538403
1056963,1130431
63563,824252
56896,106380
172195,411015
377480,881014
184941,280892
223561,1179781
20371,393759
791724,1155623
49776,288436
463974,698133
587693,1104964
191155,923547
281751,383406
42102,73255
246994,608062
109228,508984
259316,1000428
267429,894068
283531,836535
569324,1079486
518190,1084205
836667,943568
683599,834186
34380,303915
64311,847284
300772,428236
280892,971022
454129,924758
332868,512964
502512,693686
160757,870489
275298,528341
507637,618892
585007,793534
86161,455172
694526,731893
543065,813723
763737,1186085
411470,572979
171449,627847
145236,623533
261574,528341
337021,456854
198123,997716
20530,608748
126369,176052
173001,330995
462881,856571
60259,434104
185439,802598
49312,923317
811720,848316
497647,726689
395892,473168
244315,1179340
683894,695957
191565,862960
484996,1182050
756951,1153515
525270,839821
848546,1205323
366740,507637
154704,769210
200646,897123
136858,1163964
639716,758082
282995,1194625
77767,1018640
363574,434390
493007,608748
336264,421169
136187,655215
77015,876210
116603,1123646
298479,1205323
873229,1223105
323095,773369
220829,515172
648227,1167051
632678,1012759
155574,747909
273403,1176511
1059128,1132226
323402,564117
1128276,1192047
203377,504103
368475,1201266
1012759,1205323
525837,1212514
5338,756951
1155783,1166343
589249,1064048
353371,525490
654802,989759
575079,1104494
500039,716113
38665,1153515
252678,1139253
160698,769399
